run,draft_model_name,max_budget,gen_rate,speed,draft_iters,iters,input_0,input_1,mem_use,min_CLP,min_log_prob,new_tokens,prompt_len,t0,t1,tft,tree_h,tree_size,tree_w
25,Qwen/Qwen2.5-0.5B,1024,25.5,5.07,32.0,2,3796,1025,39.65,-8.79,,51,127,2.595,2.435,4.688,24.5,1024,144
25,Qwen/Qwen2.5-0.5B,2048,11.7,1.3,32.0,3,6419,2049,45.69,-11.51,,35,127,3.0833,5.8633,7.8776,10.7,2048,339
25,Qwen/Qwen2.5-1.5B,16,11.3,8.44,13.3,3,50,17,40.76,-2.87,,34,127,1.0667,0.2767,1.0278,12.3,16,2
25,Qwen/Qwen2.5-1.5B,32,6.6,6.4,8.6,5,89,33,40.85,-3.98,,33,127,0.736,0.294,1.1227,7.6,32,8
25,Qwen/Qwen2.5-1.5B,64,18.0,7.86,23.5,2,216,65,41.04,-4.52,,36,127,1.965,0.33,1.2989,23.0,64,13
25,Qwen/Qwen2.5-1.5B,128,20.0,7.11,24.5,2,301,129,41.42,-5.37,,40,127,2.185,0.63,1.5912,24.0,128,25
25,Qwen/Qwen2.5-1.5B,256,20.5,5.24,25.5,2,917,257,42.17,-7.57,,41,127,3.04,0.87,2.4106,24.5,256,36
25,Qwen/Qwen2.5-1.5B,512,4.7,1.99,5.7,7,1110,513,43.7,-15.09,,33,127,0.9657,1.4086,2.2926,3.7,512,290
25,Qwen/Qwen2.5-1.5B,1024,26.0,3.45,32.0,2,3903,1025,46.72,-8.44,,52,127,5.185,2.36,6.3596,25.0,1024,125
25,Qwen/Qwen2.5-1.5B,2048,10.2,0.77,32.0,4,8483,2049,52.77,-13.38,,41,127,7.205,6.085,11.8923,9.5,2048,457
25,Qwen/Qwen2.5-3B,16,17.0,6.9,17.0,2,61,17,44.13,-2.93,,34,127,2.18,0.285,1.7454,16.0,16,1
25,Qwen/Qwen2.5-3B,32,5.3,3.5,9.0,6,86,33,44.23,-4.08,,32,127,1.225,0.2967,2.0852,8.0,32,8
25,Qwen/Qwen2.5-3B,64,33.0,7.3,32.0,1,224,65,44.42,-6.34,,33,127,4.2,0.32,2.6224,32.0,64,8
25,Qwen/Qwen2.5-3B,128,33.0,5.79,32.0,1,429,129,44.79,-7.25,,33,127,5.07,0.64,3.3393,32.0,128,21
25,Qwen/Qwen2.5-3B,256,33.0,4.98,32.0,1,914,257,45.55,-7.96,,33,127,5.75,0.87,4.6053,32.0,256,42
25,Qwen/Qwen2.5-3B,512,12.7,2.55,14.0,3,1237,513,47.05,-12.23,,38,127,3.55,1.4133,3.1048,11.7,512,233
25,Qwen/Qwen2.5-3B,1024,25.0,1.85,32.0,2,4534,1025,50.11,-11.32,,50,127,11.21,2.29,12.3429,24.0,1024,78
26,Qwen/Qwen2.5-0.5B,16,4.1,5.89,5.4,8,32,17,34.38,-3.76,,33,240,0.3738,0.3275,1.3839,4.4,16,7
26,Qwen/Qwen2.5-0.5B,32,3.8,5.09,5.8,9,65,33,34.48,-4.55,,34,240,0.4044,0.34,1.6486,4.8,32,11
26,Qwen/Qwen2.5-0.5B,64,4.9,5.0,8.3,7,128,65,34.66,-5.11,,34,240,0.5829,0.3871,1.7847,7.3,64,18
26,Qwen/Qwen2.5-0.5B,128,4.6,3.41,9.1,7,266,129,35.04,-5.78,,32,240,0.6643,0.6714,1.7858,8.1,128,33
26,Qwen/Qwen2.5-0.5B,256,5.3,3.31,9.3,6,630,257,35.79,-6.67,,32,240,0.7333,0.88,2.1362,8.3,256,71
26,Qwen/Qwen2.5-0.5B,512,4.7,2.33,7.3,7,1119,513,37.29,-9.91,,33,240,0.6057,1.4157,2.0773,5.3,512,276
26,Qwen/Qwen2.5-0.5B,1024,7.4,1.72,21.4,5,3577,1025,40.31,-8.13,,37,240,1.828,2.466,4.4789,13.0,1024,235
26,Qwen/Qwen2.5-0.5B,2048,7.8,0.87,31.6,5,6380,2049,46.32,-8.88,,39,240,3.086,5.872,8.3548,11.4,2048,423
26,Qwen/Qwen2.5-1.5B,16,3.9,5.25,5.3,9,33,17,41.43,-3.44,,35,240,0.46,0.2822,1.7575,4.3,16,6
26,Qwen/Qwen2.5-1.5B,32,3.9,4.38,6.8,9,80,33,41.52,-4.12,,35,240,0.5844,0.3011,2.0105,5.8,32,10
26,Qwen/Qwen2.5-1.5B,64,6.0,5.34,8.5,6,157,65,41.71,-4.99,,36,240,0.7933,0.3333,2.1898,7.5,64,18
26,Qwen/Qwen2.5-1.5B,128,8.0,4.03,11.2,4,350,129,42.09,-5.71,,32,240,1.3475,0.64,2.4612,10.2,128,31
26,Qwen/Qwen2.5-1.5B,256,6.8,2.61,12.2,5,710,257,42.84,-6.44,,34,240,1.732,0.876,3.3696,11.0,256,52
26,Qwen/Qwen2.5-1.5B,512,5.2,2.12,6.5,8,988,513,44.36,-8.89,,42,240,1.0625,1.4162,2.6979,4.4,512,269
26,Qwen/Qwen2.5-1.5B,1024,8.0,1.25,24.2,4,3354,1025,47.38,-7.86,,32,240,4.0325,2.3675,7.6565,16.8,1024,198
26,Qwen/Qwen2.5-1.5B,2048,7.0,0.55,32.0,5,5618,2049,53.42,-8.63,,35,240,6.66,6.096,12.5978,14.0,2048,417
26,Qwen/Qwen2.5-3B,16,3.1,2.79,6.1,11,36,17,44.8,-3.52,,34,240,0.8218,0.2845,2.8671,5.1,16,5
26,Qwen/Qwen2.5-3B,32,5.3,4.02,7.5,6,81,33,44.9,-4.12,,32,240,1.0283,0.3,3.3198,6.5,32,9
26,Qwen/Qwen2.5-3B,64,6.0,2.95,11.0,6,182,65,45.08,-4.93,,36,240,1.6983,0.335,3.701,10.0,64,15
26,Qwen/Qwen2.5-3B,128,5.7,1.69,12.1,7,382,129,45.46,-5.68,,40,240,2.7357,0.6471,4.5096,11.1,128,28
26,Qwen/Qwen2.5-3B,256,7.6,1.88,12.0,5,770,257,46.22,-6.43,,38,240,3.172,0.878,6.0362,10.6,256,60
26,Qwen/Qwen2.5-3B,512,6.6,1.39,11.2,5,1421,513,47.72,-8.95,,33,240,3.342,1.418,3.8002,8.4,512,221
26,Qwen/Qwen2.5-3B,1024,8.5,0.88,22.2,4,3288,1025,50.78,-7.63,,34,240,7.3325,2.315,13.8672,14.2,1024,169
27,Qwen/Qwen2.5-0.5B,16,3.7,3.78,8.8,6,43,17,34.24,-3.09,,22,216,0.6083,0.3633,0.8786,7.8,16,4
27,Qwen/Qwen2.5-0.5B,32,4.2,3.44,12.5,4,93,33,34.34,-3.69,,17,216,0.8525,0.3825,1.0189,11.5,32,6
27,Qwen/Qwen2.5-0.5B,64,6.0,3.68,17.7,3,194,65,34.52,-4.49,,18,216,1.22,0.41,1.6118,16.7,64,12
27,Qwen/Qwen2.5-0.5B,128,8.7,4.68,16.3,3,355,129,34.9,-5.28,,26,216,1.16,0.69,2.313,15.3,128,23
27,Qwen/Qwen2.5-0.5B,256,7.0,3.5,14.3,3,771,257,35.65,-6.0,,21,216,1.1067,0.8967,2.8341,13.3,256,40
27,Qwen/Qwen2.5-0.5B,512,6.6,2.94,10.2,5,1199,513,37.15,-8.14,,33,216,0.836,1.41,2.0403,7.8,512,208
27,Qwen/Qwen2.5-0.5B,1024,11.0,2.26,30.0,2,3421,1025,40.17,-7.79,,22,216,2.42,2.455,4.7548,22.0,1024,155
27,Qwen/Qwen2.5-0.5B,2048,10.0,1.12,32.0,2,7098,2049,46.17,-8.66,,20,216,3.05,5.86,6.558,10.0,2048,333
27,Qwen/Qwen2.5-1.5B,16,2.9,2.96,8.0,7,44,17,41.28,-3.02,,20,216,0.68,0.2871,1.3573,7.0,16,4
27,Qwen/Qwen2.5-1.5B,32,3.7,3.22,10.0,6,97,33,41.38,-3.87,,22,216,0.8383,0.2983,1.5493,9.0,32,8
27,Qwen/Qwen2.5-1.5B,64,4.0,2.47,14.7,6,191,65,41.57,-4.49,,24,216,1.2933,0.3283,2.0447,13.7,64,12
27,Qwen/Qwen2.5-1.5B,128,6.5,2.47,20.8,4,348,129,41.95,-5.31,,26,216,2.0,0.63,2.4342,20.0,128,23
27,Qwen/Qwen2.5-1.5B,256,7.0,1.91,21.0,3,939,257,42.7,-5.98,,21,216,2.7833,0.8767,3.2832,20.0,256,33
27,Qwen/Qwen2.5-1.5B,512,4.0,1.41,8.8,6,1196,513,44.22,-10.29,,24,216,1.4267,1.4133,2.6579,6.7,512,254
27,Qwen/Qwen2.5-1.5B,1024,8.7,1.12,30.3,3,3992,1025,47.25,-7.65,,26,216,5.3933,2.37,7.3356,21.0,1024,134
27,Qwen/Qwen2.5-1.5B,2048,6.0,0.45,32.0,4,7119,2049,53.29,-9.35,,24,216,7.155,6.0925,12.5334,10.2,2048,409
27,Qwen/Qwen2.5-3B,16,5.8,3.9,9.0,4,48,17,44.66,-3.16,,23,216,1.19,0.285,2.5643,8.0,16,3
27,Qwen/Qwen2.5-3B,32,9.0,4.39,12.0,1,142,33,44.75,-3.83,,9,216,1.76,0.29,2.7547,11.0,32,6
27,Qwen/Qwen2.5-3B,64,13.0,4.58,16.0,1,273,65,44.94,-4.33,,13,216,2.5,0.33,3.3517,15.0,64,7
27,Qwen/Qwen2.5-3B,128,8.0,2.21,15.0,2,407,129,45.32,-5.35,,16,216,2.98,0.64,4.3661,14.0,128,28
27,Qwen/Qwen2.5-3B,256,6.7,1.41,13.3,3,924,257,46.08,-6.63,,20,216,3.8533,0.88,5.8495,12.3,256,52
27,Qwen/Qwen2.5-3B,512,4.0,1.31,5.3,6,1022,513,47.57,-11.55,,24,216,1.64,1.4183,3.754,3.5,512,311
27,Qwen/Qwen2.5-3B,1024,8.0,0.6,32.0,1,4787,1025,50.63,-7.81,,8,216,10.92,2.31,12.9372,20.0,1024,174
28,Qwen/Qwen2.5-0.5B,16,17.0,11.74,17.0,2,50,17,36.19,-4.12,,34,543,1.13,0.32,2.03,16.0,16,1
28,Qwen/Qwen2.5-0.5B,32,18.0,9.6,22.7,3,94,33,36.28,-4.35,,54,543,1.51,0.3667,2.4356,22.0,32,4
28,Qwen/Qwen2.5-0.5B,64,3.3,3.77,7.3,10,119,65,36.46,-5.3,,33,543,0.51,0.365,3.1496,6.3,64,22
28,Qwen/Qwen2.5-0.5B,128,33.0,11.55,32.0,1,382,129,36.83,-5.63,,33,543,2.18,0.68,3.8501,32.0,128,8
28,Qwen/Qwen2.5-0.5B,256,3.4,2.13,9.3,10,479,257,37.6,-6.9,,34,543,0.7,0.891,4.1972,8.3,256,76
28,Qwen/Qwen2.5-0.5B,512,4.2,1.97,8.6,8,1075,513,39.07,-8.08,,34,543,0.715,1.44,2.5856,6.1,512,233
28,Qwen/Qwen2.5-0.5B,1024,6.6,1.6,19.8,5,3050,1025,42.11,-8.2,,33,543,1.654,2.484,6.1398,12.2,1024,248
28,Qwen/Qwen2.5-0.5B,2048,6.2,0.73,28.5,6,5395,2049,48.13,-9.03,,37,543,2.6567,5.7467,9.5452,10.8,2048,578
28,Qwen/Qwen2.5-1.5B,16,4.2,5.01,6.7,9,36,17,43.25,-3.56,,38,543,0.5556,0.2856,2.6191,5.7,16,6
28,Qwen/Qwen2.5-1.5B,32,19.0,10.39,19.0,2,96,33,43.35,-4.15,,38,543,1.52,0.31,3.0329,18.0,32,5
28,Qwen/Qwen2.5-1.5B,64,4.3,4.52,6.8,9,119,65,43.53,-5.29,,39,543,0.6267,0.3322,3.7908,5.8,64,24
28,Qwen/Qwen2.5-1.5B,128,4.0,2.04,12.1,8,298,129,43.9,-5.65,,32,543,1.3138,0.6438,4.9322,11.1,128,32
28,Qwen/Qwen2.5-1.5B,256,4.9,2.18,9.7,7,537,257,44.65,-6.58,,34,543,1.3386,0.89,5.4832,8.6,256,69
28,Qwen/Qwen2.5-1.5B,512,5.0,1.72,8.9,8,1143,513,46.13,-8.19,,40,543,1.4638,1.44,3.5419,6.4,512,215
28,Qwen/Qwen2.5-1.5B,1024,6.6,1.14,20.0,5,2942,1025,49.17,-8.1,,33,543,3.43,2.378,8.8445,13.2,1024,250
28,Qwen/Qwen2.5-1.5B,2048,5.7,0.49,28.5,6,5159,2049,55.23,-8.84,,34,543,5.8183,5.8317,14.3519,11.5,2048,530
28,Qwen/Qwen2.5-3B,16,4.5,3.53,7.4,8,39,17,46.59,-3.37,,36,543,0.9775,0.2975,3.3527,6.4,16,4
28,Qwen/Qwen2.5-3B,32,20.3,7.25,20.0,3,91,33,46.69,-4.18,,61,543,2.4967,0.3033,3.606,19.3,32,5
28,Qwen/Qwen2.5-3B,64,5.3,3.05,9.0,6,138,65,46.88,-5.06,,32,543,1.415,0.3333,3.9806,8.0,64,16
28,Qwen/Qwen2.5-3B,128,33.0,5.98,32.0,1,327,129,47.26,-5.72,,33,543,4.86,0.66,4.6309,32.0,128,25
28,Qwen/Qwen2.5-3B,256,5.3,1.52,10.7,6,570,257,48.02,-6.46,,32,543,2.61,0.8883,5.9321,9.5,256,65
28,Qwen/Qwen2.5-3B,512,5.0,1.51,6.4,8,942,513,49.51,-8.44,,40,543,1.8625,1.4375,4.9078,4.4,512,267
28,Qwen/Qwen2.5-3B,1024,7.6,0.87,20.4,5,3168,1025,52.57,-8.07,,38,543,6.42,2.33,12.7131,13.4,1024,270
29,Qwen/Qwen2.5-0.5B,16,9.5,8.71,11.0,4,45,17,33.73,-3.96,,38,128,0.745,0.345,0.7473,10.0,16,4
29,Qwen/Qwen2.5-0.5B,32,6.8,6.8,9.2,5,87,33,33.82,-4.37,,34,128,0.632,0.368,0.8333,8.2,32,8
29,Qwen/Qwen2.5-0.5B,64,4.7,3.9,11.4,7,150,65,34.01,-4.8,,33,128,0.8029,0.4071,0.918,10.4,64,15
29,Qwen/Qwen2.5-0.5B,128,5.0,3.82,8.7,7,285,129,34.38,-5.79,,35,128,0.6471,0.6614,1.458,7.7,128,36
29,Qwen/Qwen2.5-0.5B,256,26.0,9.41,26.0,2,897,257,35.14,-7.9,,52,128,1.88,0.885,1.984,25.0,256,27
29,Qwen/Qwen2.5-0.5B,512,4.8,2.34,7.4,8,1043,513,36.65,-9.67,,38,128,0.625,1.4025,1.8209,5.0,512,264
29,Qwen/Qwen2.5-0.5B,1024,5.1,1.15,24.0,7,3228,1025,39.65,-8.39,,36,128,2.0186,2.4429,4.0215,15.0,1024,216
29,Qwen/Qwen2.5-0.5B,2048,12.3,1.38,32.0,3,6338,2049,45.69,-11.52,,37,128,3.1033,5.8567,7.7659,11.3,2048,317
29,Qwen/Qwen2.5-1.5B,16,12.0,8.69,13.7,3,52,17,40.76,-1.94,,36,128,1.1,0.28,1.1911,12.7,16,2
29,Qwen/Qwen2.5-1.5B,32,7.0,6.15,9.8,5,104,33,40.86,-4.09,,35,128,0.842,0.296,1.2075,8.8,32,5
29,Qwen/Qwen2.5-1.5B,64,6.4,4.55,12.2,5,184,65,41.05,-4.48,,32,128,1.084,0.324,1.3884,11.2,64,13
29,Qwen/Qwen2.5-1.5B,128,5.5,3.09,10.2,6,284,129,41.43,-5.6,,33,128,1.1483,0.63,1.6932,9.2,128,29
29,Qwen/Qwen2.5-1.5B,256,33.0,8.12,32.0,1,654,257,42.18,-7.0,,33,128,3.18,0.88,2.4143,32.0,256,37
29,Qwen/Qwen2.5-1.5B,512,6.5,2.1,9.7,6,1468,513,43.71,-8.61,,39,128,1.68,1.4067,2.3174,7.3,512,229
29,Qwen/Qwen2.5-1.5B,1024,10.7,1.48,29.7,3,3993,1025,46.72,-7.44,,32,128,4.84,2.3567,6.5581,22.0,1024,147
29,Qwen/Qwen2.5-1.5B,2048,12.0,0.91,32.0,3,7206,2049,52.78,-12.15,,36,128,7.1633,6.07,11.81,11.0,2048,316
29,Qwen/Qwen2.5-3B,16,14.3,6.76,14.3,3,53,17,44.14,-3.51,,43,128,1.8433,0.2767,1.2727,13.3,16,2
29,Qwen/Qwen2.5-3B,32,7.6,4.34,10.8,5,98,33,44.23,-4.13,,38,128,1.464,0.29,1.4188,9.8,32,6
29,Qwen/Qwen2.5-3B,64,6.4,3.1,11.4,5,191,65,44.42,-4.77,,32,128,1.742,0.322,1.7018,10.4,64,14
29,Qwen/Qwen2.5-3B,128,3.1,1.12,10.2,9,316,129,44.8,-5.76,,28,128,2.1522,0.64,2.9837,9.2,128,31
29,Qwen/Qwen2.5-3B,256,33.0,4.82,32.0,1,945,257,45.56,-8.27,,33,128,5.98,0.87,5.4912,32.0,256,45
29,Qwen/Qwen2.5-3B,512,4.7,1.2,8.4,7,1254,513,47.06,-9.33,,33,128,2.5186,1.4129,3.0924,6.3,512,248
29,Qwen/Qwen2.5-3B,1024,26.0,2.14,32.0,2,3975,1025,50.11,-8.75,,52,128,9.815,2.305,10.9228,25.0,1024,140
30,Qwen/Qwen2.5-0.5B,16,5.1,6.57,7.0,7,43,17,34.42,-3.24,,36,247,0.4786,0.3043,1.1941,6.0,16,5
30,Qwen/Qwen2.5-0.5B,32,10.5,8.24,13.8,4,122,33,34.52,-3.86,,42,247,0.935,0.34,1.3184,12.8,32,6
30,Qwen/Qwen2.5-0.5B,64,13.0,7.09,20.3,3,233,65,34.71,-4.33,,39,247,1.41,0.4267,1.7563,19.3,64,10
30,Qwen/Qwen2.5-0.5B,128,9.0,4.67,17.5,4,366,129,35.08,-5.48,,36,247,1.2325,0.6925,1.8297,16.5,128,18
30,Qwen/Qwen2.5-0.5B,256,17.0,6.42,23.7,3,899,257,35.84,-6.05,,51,247,1.7433,0.9033,2.4676,22.7,256,32
30,Qwen/Qwen2.5-0.5B,512,8.8,3.94,10.2,5,1038,513,37.33,-11.06,,44,247,0.812,1.42,2.0939,8.0,512,252
30,Qwen/Qwen2.5-0.5B,1024,14.3,2.84,31.7,3,3631,1025,40.35,-7.47,,43,247,2.5733,2.4767,5.1934,24.3,1024,120
30,Qwen/Qwen2.5-0.5B,2048,9.0,1.01,32.0,4,7510,2049,46.39,-9.27,,36,247,3.01,5.8825,8.4115,9.8,2048,457
30,Qwen/Qwen2.5-1.5B,16,7.0,6.66,9.2,5,53,17,41.47,-2.83,,35,247,0.774,0.28,1.6849,8.2,16,3
30,Qwen/Qwen2.5-1.5B,32,11.5,8.53,12.2,4,118,33,41.56,-3.25,,46,247,1.045,0.3025,2.1472,11.2,32,5
30,Qwen/Qwen2.5-1.5B,64,10.0,6.77,12.5,4,189,65,41.75,-4.69,,40,247,1.145,0.3325,2.364,11.5,64,11
30,Qwen/Qwen2.5-1.5B,128,14.7,5.44,19.0,3,460,129,42.13,-4.97,,44,247,2.05,0.6433,2.7807,18.0,128,14
30,Qwen/Qwen2.5-1.5B,256,11.0,3.32,17.3,3,978,257,42.89,-5.91,,33,247,2.44,0.8767,3.5541,15.7,256,34
30,Qwen/Qwen2.5-1.5B,512,8.4,2.22,15.8,5,1622,513,44.4,-12.26,,42,247,2.376,1.412,2.7201,13.0,512,160
30,Qwen/Qwen2.5-1.5B,1024,11.7,1.66,23.7,3,4093,1025,47.43,-8.65,,35,247,4.6633,2.3767,8.082,15.7,1024,273
30,Qwen/Qwen2.5-1.5B,2048,10.7,0.8,32.0,3,7322,2049,53.48,-9.62,,32,247,7.1567,6.1167,12.6543,9.7,2048,469
30,Qwen/Qwen2.5-3B,16,6.0,3.5,11.1,8,47,17,44.84,-2.37,,48,247,1.4313,0.285,2.9832,10.1,16,2
30,Qwen/Qwen2.5-3B,32,4.6,2.7,10.3,7,95,33,44.94,-3.67,,32,247,1.3886,0.3014,3.3532,9.3,32,6
30,Qwen/Qwen2.5-3B,64,5.3,1.63,21.7,6,189,65,45.13,-4.06,,32,247,2.9383,0.3317,3.6682,20.8,64,8
30,Qwen/Qwen2.5-3B,128,10.7,2.52,20.0,3,431,129,45.51,-4.72,,32,247,3.58,0.65,4.8199,19.0,128,13
30,Qwen/Qwen2.5-3B,256,8.8,1.51,21.2,4,943,257,46.26,-6.04,,35,247,4.9275,0.88,6.0377,20.0,256,36
30,Qwen/Qwen2.5-3B,512,3.9,1.29,5.2,9,920,513,47.76,-10.68,,35,247,1.5956,1.4267,3.8438,3.2,512,305
30,Qwen/Qwen2.5-3B,1024,16.0,1.18,32.0,2,4704,1025,50.82,-7.38,,32,247,11.25,2.33,14.7732,23.5,1024,73
31,Qwen/Qwen2.5-0.5B,16,3.4,5.08,5.0,10,33,17,34.83,-3.65,,34,316,0.347,0.319,1.3609,4.0,16,6
31,Qwen/Qwen2.5-0.5B,32,4.4,4.69,8.4,8,88,33,34.92,-4.93,,35,316,0.58,0.3537,1.4901,7.4,32,9
31,Qwen/Qwen2.5-0.5B,64,6.6,4.98,13.0,5,167,65,35.11,-5.04,,33,316,0.916,0.41,1.8609,12.0,64,16
31,Qwen/Qwen2.5-0.5B,128,8.0,4.39,16.0,4,316,129,35.49,-5.81,,32,316,1.125,0.695,2.2865,15.0,128,30
31,Qwen/Qwen2.5-0.5B,256,6.1,2.97,16.1,7,601,257,36.27,-6.83,,43,316,1.17,0.8957,2.7635,15.1,256,66
31,Qwen/Qwen2.5-0.5B,512,3.2,1.57,7.4,10,941,513,37.76,-9.3,,32,316,0.614,1.423,2.3646,5.1,512,256
31,Qwen/Qwen2.5-0.5B,1024,8.6,1.85,27.2,5,2749,1025,40.76,-8.37,,43,316,2.166,2.48,5.4988,20.2,1024,232
31,Qwen/Qwen2.5-0.5B,2048,8.5,0.95,32.0,4,6813,2049,46.8,-9.34,,34,316,3.0175,5.89,8.4844,10.8,2048,427
31,Qwen/Qwen2.5-1.5B,16,3.3,4.46,5.2,10,33,17,41.87,-3.75,,33,316,0.453,0.285,1.6255,4.2,16,7
31,Qwen/Qwen2.5-1.5B,32,4.1,3.58,10.2,8,87,33,41.97,-4.47,,33,316,0.85,0.3063,1.7286,9.2,32,9
31,Qwen/Qwen2.5-1.5B,64,8.5,5.62,14.0,4,165,65,42.16,-4.57,,34,316,1.185,0.3275,1.9226,13.0,64,14
31,Qwen/Qwen2.5-1.5B,128,13.5,5.69,17.5,4,319,129,42.54,-5.56,,54,316,1.7275,0.6425,2.5646,16.5,128,24
31,Qwen/Qwen2.5-1.5B,256,13.3,4.6,18.3,3,591,257,43.33,-6.59,,40,316,2.0233,0.87,3.5684,17.0,256,58
31,Qwen/Qwen2.5-1.5B,512,7.4,2.64,9.0,7,1075,513,44.8,-9.23,,52,316,1.4,1.4171,3.0201,7.0,512,243
31,Qwen/Qwen2.5-1.5B,1024,18.7,2.52,29.7,3,3514,1025,47.84,-7.87,,56,316,5.0167,2.3733,8.2359,22.0,1024,146
31,Qwen/Qwen2.5-1.5B,2048,9.8,0.74,32.0,4,6813,2049,53.89,-9.08,,39,316,7.0925,6.11,12.9094,9.8,2048,352
31,Qwen/Qwen2.5-3B,16,4.7,3.4,8.1,7,42,17,45.25,-3.86,,33,316,1.0929,0.2943,2.478,7.1,16,4
31,Qwen/Qwen2.5-3B,32,5.3,2.75,12.3,6,94,33,45.35,-4.18,,32,316,1.6367,0.3,2.6061,11.5,32,8
31,Qwen/Qwen2.5-3B,64,12.7,4.54,16.3,3,205,65,45.53,-4.31,,38,316,2.4467,0.3367,3.6405,15.3,64,9
31,Qwen/Qwen2.5-3B,128,14.2,3.02,24.8,4,396,129,45.92,-5.31,,57,316,4.0575,0.6525,4.8699,23.8,128,14
31,Qwen/Qwen2.5-3B,256,24.0,3.72,27.0,2,948,257,46.67,-5.99,,48,316,5.575,0.88,7.0855,25.5,256,31
31,Qwen/Qwen2.5-3B,512,6.6,1.68,9.4,5,1053,513,48.17,-9.28,,33,316,2.494,1.428,4.2811,7.2,512,237
31,Qwen/Qwen2.5-3B,1024,16.5,1.29,32.0,2,4651,1025,51.23,-7.8,,33,316,10.45,2.33,12.3507,23.5,1024,132
32,Qwen/Qwen2.5-0.5B,16,4.0,4.61,7.5,8,36,17,34.18,-3.52,,32,206,0.5175,0.3512,1.0653,6.5,16,5
32,Qwen/Qwen2.5-0.5B,32,3.3,3.9,7.3,10,76,33,34.28,-4.34,,33,206,0.506,0.34,1.067,6.3,32,10
32,Qwen/Qwen2.5-0.5B,64,5.7,5.13,10.2,6,154,65,34.47,-5.02,,34,206,0.7167,0.39,1.631,9.2,64,18
32,Qwen/Qwen2.5-0.5B,128,4.9,2.94,13.6,7,301,129,34.84,-6.04,,34,206,0.9629,0.6871,1.7339,12.7,128,32
32,Qwen/Qwen2.5-0.5B,256,4.1,2.5,10.0,8,484,257,35.59,-6.68,,33,206,0.7612,0.885,2.5213,8.8,256,83
32,Qwen/Qwen2.5-0.5B,512,3.9,1.89,7.7,9,978,513,37.09,-8.55,,35,206,0.6367,1.4167,2.0404,5.3,512,245
32,Qwen/Qwen2.5-0.5B,1024,8.0,1.86,21.5,4,3713,1025,40.11,-8.11,,32,206,1.85,2.4575,4.7954,13.2,1024,212
32,Qwen/Qwen2.5-0.5B,2048,6.6,0.75,30.2,5,5572,2049,46.15,-8.77,,33,206,2.918,5.878,8.208,12.6,2048,460
32,Qwen/Qwen2.5-1.5B,16,6.3,6.44,8.3,6,41,17,41.22,-3.71,,38,206,0.6983,0.2867,1.2614,7.3,16,5
32,Qwen/Qwen2.5-1.5B,32,3.4,3.76,7.1,10,73,33,41.32,-4.46,,34,206,0.607,0.299,1.2911,6.1,32,11
32,Qwen/Qwen2.5-1.5B,64,4.2,3.73,9.0,8,137,65,41.51,-4.9,,34,206,0.8137,0.3263,1.5968,8.0,64,17
32,Qwen/Qwen2.5-1.5B,128,6.0,2.81,14.7,6,316,129,41.89,-5.73,,36,206,1.5017,0.6367,1.9095,13.7,128,29
32,Qwen/Qwen2.5-1.5B,256,4.7,1.97,10.9,7,620,257,42.64,-6.39,,33,206,1.5157,0.8786,2.68,9.6,256,62
32,Qwen/Qwen2.5-1.5B,512,4.7,1.71,8.9,7,1058,513,44.16,-8.8,,33,206,1.3429,1.4157,2.6525,7.0,512,266
32,Qwen/Qwen2.5-1.5B,1024,5.8,0.91,23.7,6,3117,1025,47.18,-8.0,,35,206,4.0683,2.3667,6.2429,15.8,1024,213
32,Qwen/Qwen2.5-1.5B,2048,9.5,0.73,32.0,4,6690,2049,53.24,-8.54,,38,206,7.01,6.0825,12.3511,12.8,2048,387
32,Qwen/Qwen2.5-3B,16,3.8,3.21,6.7,9,36,17,44.6,-3.55,,34,206,0.8933,0.2822,1.8443,5.7,16,5
32,Qwen/Qwen2.5-3B,32,4.7,3.75,6.7,7,84,33,44.69,-4.2,,33,206,0.9586,0.2957,1.8959,5.7,32,11
32,Qwen/Qwen2.5-3B,64,5.0,2.97,9.0,7,145,65,44.88,-5.07,,35,206,1.35,0.3314,2.1526,8.0,64,18
32,Qwen/Qwen2.5-3B,128,4.7,1.57,11.7,7,323,129,45.26,-5.51,,33,206,2.3571,0.6429,2.905,10.7,128,29
32,Qwen/Qwen2.5-3B,256,9.0,2.47,11.0,4,583,257,46.02,-6.2,,36,206,2.7725,0.8725,4.1906,10.0,256,57
32,Qwen/Qwen2.5-3B,512,5.1,1.29,8.9,8,1110,513,47.52,-7.94,,41,206,2.5662,1.4175,3.7181,6.2,512,220
32,Qwen/Qwen2.5-3B,1024,9.8,1.03,22.2,4,3372,1025,50.58,-7.85,,39,206,7.1325,2.3075,10.0681,14.5,1024,198
33,Qwen/Qwen2.5-0.5B,16,3.1,4.52,5.5,11,35,17,35.82,-3.52,,34,485,0.3755,0.3082,1.5699,4.5,16,6
33,Qwen/Qwen2.5-0.5B,32,5.5,5.89,8.8,6,88,33,35.95,-4.07,,33,485,0.6083,0.3267,1.8468,7.8,32,8
33,Qwen/Qwen2.5-0.5B,64,6.8,6.19,10.4,5,157,65,36.13,-4.74,,34,485,0.724,0.372,1.9574,9.4,64,14
33,Qwen/Qwen2.5-0.5B,128,4.2,2.77,12.0,8,320,129,36.5,-5.59,,34,485,0.8625,0.6725,2.1475,11.0,128,27
