run,draft_model_name,max_budget,gen_rate,speed,draft_iters,iters,input_0,input_1,mem_use,min_CLP,min_log_prob,new_tokens,prompt_len,t0,t1,tft,tree_h,tree_size,tree_w
306,Qwen/Qwen2.5-1.5B,1024,11.0,1.54,25.7,3,3895,1025,50.46,-7.4,,33,760,4.7167,2.4267,9.027,16.7,1024,143
306,Qwen/Qwen2.5-1.5B,2048,10.0,0.75,32.0,4,7947,2049,56.51,-8.62,,40,760,7.3175,6.035,20.3385,9.5,2048,375
306,Qwen/Qwen2.5-3B,16,5.3,4.15,7.2,6,42,17,47.88,-2.99,,32,760,0.98,0.3067,4.9116,6.2,16,4
306,Qwen/Qwen2.5-3B,32,6.6,4.12,9.4,5,92,33,47.98,-3.72,,33,760,1.29,0.312,4.9345,8.4,32,7
306,Qwen/Qwen2.5-3B,64,8.8,4.39,11.0,4,146,65,48.17,-4.38,,35,760,1.65,0.3425,5.5388,10.0,64,13
306,Qwen/Qwen2.5-3B,128,6.4,2.24,10.0,5,332,129,48.55,-5.44,,32,760,2.19,0.664,6.2112,9.0,128,30
306,Qwen/Qwen2.5-3B,256,9.0,1.63,17.2,4,1004,257,49.3,-6.16,,36,760,4.615,0.905,7.1089,15.8,256,35
306,Qwen/Qwen2.5-3B,512,6.4,1.3,12.6,5,1351,513,50.8,-9.18,,32,760,3.466,1.458,6.1448,10.0,512,214
306,Qwen/Qwen2.5-3B,1024,11.5,0.95,30.8,4,4022,1025,53.82,-7.48,,46,760,9.7075,2.3675,8.6121,21.8,1024,128
307,Qwen/Qwen2.5-0.5B,16,2.0,2.87,5.5,4,35,17,33.81,-3.87,,8,142,0.3775,0.32,1.0998,4.5,16,6
307,Qwen/Qwen2.5-0.5B,32,16.0,10.51,17.5,2,90,33,33.9,-3.88,,32,142,1.17,0.355,1.1114,16.5,32,6
307,Qwen/Qwen2.5-0.5B,64,1.0,1.1,8.0,1,124,65,34.09,-5.38,,1,142,0.55,0.36,1.2132,7.0,64,26
307,Qwen/Qwen2.5-0.5B,128,8.8,4.84,16.0,4,322,129,34.47,-5.38,,35,142,1.1275,0.68,2.2493,15.0,128,25
307,Qwen/Qwen2.5-0.5B,256,4.3,2.12,15.4,7,657,257,35.22,-6.13,,30,142,1.1457,0.8771,3.1378,14.3,256,46
307,Qwen/Qwen2.5-0.5B,512,4.8,2.04,12.2,6,1361,513,36.73,-8.66,,29,142,0.9667,1.4067,1.9415,9.7,512,213
307,Qwen/Qwen2.5-0.5B,1024,2.0,0.4,32.0,2,3552,1025,39.73,-7.94,,4,142,2.6,2.45,4.8577,24.5,1024,143
307,Qwen/Qwen2.5-0.5B,2048,3.9,0.45,29.2,8,5383,2049,45.77,-9.13,,31,142,2.765,5.865,8.1089,13.4,2048,485
307,Qwen/Qwen2.5-1.5B,16,5.3,5.4,8.3,7,39,17,40.85,-3.33,,37,142,0.6957,0.2843,1.0529,7.3,16,4
307,Qwen/Qwen2.5-1.5B,32,28.0,11.16,29.0,1,97,33,40.94,-3.76,,28,142,2.22,0.29,1.4301,28.0,32,3
307,Qwen/Qwen2.5-1.5B,64,2.7,1.91,11.7,3,179,65,41.13,-5.07,,8,142,1.0667,0.33,1.6782,10.7,64,14
307,Qwen/Qwen2.5-1.5B,128,11.8,5.05,17.0,4,306,129,41.51,-5.57,,47,142,1.69,0.6325,2.1929,16.2,128,25
307,Qwen/Qwen2.5-1.5B,256,6.0,1.5,29.0,5,856,257,42.26,-6.45,,30,142,3.122,0.87,2.9497,28.2,256,40
307,Qwen/Qwen2.5-1.5B,512,3.6,1.39,7.5,10,962,513,43.79,-9.39,,36,142,1.173,1.409,2.5195,5.3,512,252
307,Qwen/Qwen2.5-1.5B,1024,6.2,0.84,30.4,5,4004,1025,46.81,-8.03,,31,142,5.038,2.342,6.7096,22.0,1024,164
307,Qwen/Qwen2.5-1.5B,2048,7.2,0.55,32.0,5,6889,2049,52.86,-8.93,,36,142,7.084,6.076,12.127,11.2,2048,370
307,Qwen/Qwen2.5-3B,16,7.8,4.8,10.2,5,46,17,44.22,-3.38,,39,142,1.342,0.284,1.991,9.2,16,3
307,Qwen/Qwen2.5-3B,32,0.0,0.0,21.0,1,102,33,44.31,-2.89,,0,142,2.82,0.3,3.1802,20.0,32,3
307,Qwen/Qwen2.5-3B,64,2.0,0.89,13.5,2,146,65,44.5,-4.68,,4,142,1.92,0.33,4.4938,12.5,64,13
307,Qwen/Qwen2.5-3B,128,8.2,2.15,19.2,4,324,129,44.88,-5.04,,33,142,3.195,0.64,5.6527,18.5,128,18
307,Qwen/Qwen2.5-3B,256,6.0,1.05,25.0,5,806,257,45.64,-5.94,,30,142,4.818,0.874,6.8084,24.2,256,37
307,Qwen/Qwen2.5-3B,512,3.4,1.17,5.0,5,826,513,47.14,-10.98,,17,142,1.48,1.416,3.4736,3.0,512,304
307,Qwen/Qwen2.5-3B,1024,11.0,0.91,32.0,3,3928,1025,50.19,-7.55,,33,142,9.8367,2.3,11.676,24.0,1024,134
308,Qwen/Qwen2.5-0.5B,16,4.6,6.41,5.7,7,30,17,34.84,-3.89,,32,317,0.39,0.3229,1.2211,4.7,16,6
308,Qwen/Qwen2.5-0.5B,32,33.0,13.18,32.0,1,122,33,34.93,-3.8,,33,317,2.11,0.39,1.4791,32.0,32,1
308,Qwen/Qwen2.5-0.5B,64,13.2,9.19,15.2,4,159,65,35.12,-5.18,,53,317,1.05,0.39,1.6571,14.5,64,15
308,Qwen/Qwen2.5-0.5B,128,5.5,3.96,10.0,6,265,129,35.49,-5.77,,33,317,0.7167,0.6733,2.2219,9.0,128,29
308,Qwen/Qwen2.5-0.5B,256,6.0,3.51,11.0,6,602,257,36.27,-6.81,,36,317,0.8317,0.8767,3.3653,9.7,256,69
308,Qwen/Qwen2.5-0.5B,512,7.4,3.35,9.6,5,1216,513,37.76,-9.37,,37,317,0.788,1.424,2.3698,7.4,512,252
308,Qwen/Qwen2.5-0.5B,1024,6.4,1.5,21.6,5,2976,1025,40.76,-8.03,,32,317,1.806,2.46,5.5039,14.2,1024,246
308,Qwen/Qwen2.5-0.5B,2048,9.2,1.08,27.2,4,6441,2049,46.8,-12.46,,37,317,2.6625,5.895,8.5009,8.2,2048,518
308,Qwen/Qwen2.5-1.5B,16,2.9,3.88,5.5,11,30,17,41.88,-3.69,,32,317,0.4627,0.2864,1.388,4.5,16,6
308,Qwen/Qwen2.5-1.5B,32,7.2,5.79,11.7,6,80,33,41.97,-4.33,,43,317,0.9417,0.295,1.4361,10.7,32,8
308,Qwen/Qwen2.5-1.5B,64,12.3,7.93,14.7,3,120,65,42.17,-4.99,,37,317,1.2167,0.34,1.5741,13.7,64,15
308,Qwen/Qwen2.5-1.5B,128,4.9,2.94,8.9,7,263,129,42.54,-5.54,,34,317,1.01,0.6429,2.247,7.9,128,34
308,Qwen/Qwen2.5-1.5B,256,4.5,2.01,11.0,8,452,257,43.34,-7.22,,36,317,1.3612,0.8788,3.182,9.9,256,103
308,Qwen/Qwen2.5-1.5B,512,7.4,2.69,8.4,8,985,513,44.81,-9.64,,59,317,1.3213,1.4212,3.0372,6.4,512,265
308,Qwen/Qwen2.5-1.5B,1024,7.0,1.22,19.4,5,3011,1025,47.84,-8.27,,35,317,3.374,2.362,7.4339,12.6,1024,258
308,Qwen/Qwen2.5-1.5B,2048,10.0,0.76,32.0,4,7784,2049,53.9,-12.72,,40,317,7.1175,6.1125,12.0401,9.0,2048,439
308,Qwen/Qwen2.5-3B,16,8.4,4.72,11.6,5,42,17,45.26,-3.66,,42,317,1.482,0.294,2.3362,10.6,16,3
308,Qwen/Qwen2.5-3B,32,5.4,3.65,8.4,7,86,33,45.35,-4.01,,38,317,1.1829,0.3071,2.5933,7.4,32,7
308,Qwen/Qwen2.5-3B,64,4.9,2.89,9.0,7,125,65,45.54,-5.01,,34,317,1.3471,0.3329,2.7024,8.0,64,18
308,Qwen/Qwen2.5-3B,128,5.6,2.03,10.4,7,306,129,45.92,-5.38,,39,317,2.0971,0.6543,3.4926,9.4,128,26
308,Qwen/Qwen2.5-3B,256,32.0,4.75,32.0,1,983,257,46.68,-8.13,,32,317,5.86,0.88,5.0962,31.0,256,42
308,Qwen/Qwen2.5-3B,512,5.7,1.19,11.3,7,1304,513,48.17,-7.72,,40,317,3.3643,1.4257,4.2786,9.0,512,169
308,Qwen/Qwen2.5-3B,1024,9.2,0.97,22.5,4,3174,1025,51.23,-7.89,,37,317,7.2025,2.3125,11.9611,14.5,1024,205
309,Qwen/Qwen2.5-0.5B,16,3.2,4.5,6.0,10,33,17,36.61,-3.62,,32,616,0.406,0.303,1.9257,5.0,16,6
309,Qwen/Qwen2.5-0.5B,32,4.0,4.59,8.1,8,88,33,36.7,-4.07,,32,616,0.5563,0.3175,2.1312,7.1,32,9
309,Qwen/Qwen2.5-0.5B,64,5.0,4.83,9.6,7,175,65,36.88,-4.84,,35,616,0.6671,0.37,2.296,8.6,64,16
309,Qwen/Qwen2.5-0.5B,128,7.4,5.06,11.2,5,365,129,37.25,-5.52,,37,616,0.806,0.654,2.5057,10.2,128,27
309,Qwen/Qwen2.5-0.5B,256,8.5,4.57,12.8,4,713,257,38.02,-6.13,,34,616,0.9675,0.8925,2.8602,11.8,256,44
309,Qwen/Qwen2.5-0.5B,512,4.5,2.25,6.8,8,982,513,39.5,-8.52,,36,616,0.56,1.4375,2.7788,4.5,512,286
309,Qwen/Qwen2.5-0.5B,1024,9.2,2.16,21.0,4,3694,1025,42.54,-7.78,,37,616,1.8,2.485,5.4075,13.2,1024,190
309,Qwen/Qwen2.5-0.5B,2048,8.5,0.97,31.8,4,7530,2049,48.56,-8.98,,34,616,2.955,5.7975,9.5181,10.2,2048,406
309,Qwen/Qwen2.5-1.5B,16,6.2,6.84,7.2,6,40,17,43.68,-3.31,,37,616,0.6067,0.2967,2.7149,6.2,16,4
309,Qwen/Qwen2.5-1.5B,32,5.0,4.84,8.6,7,95,33,43.77,-3.72,,35,616,0.7229,0.3086,3.2337,7.6,32,7
309,Qwen/Qwen2.5-1.5B,64,7.0,5.66,9.8,5,158,65,43.96,-4.56,,35,616,0.902,0.336,3.7837,8.8,64,15
309,Qwen/Qwen2.5-1.5B,128,8.8,3.98,12.8,4,422,129,44.33,-5.18,,35,616,1.5425,0.66,4.6853,11.8,128,22
309,Qwen/Qwen2.5-1.5B,256,8.5,2.73,15.5,4,916,257,45.07,-5.98,,34,616,2.215,0.8925,5.7852,13.8,256,39
309,Qwen/Qwen2.5-1.5B,512,6.8,2.09,11.2,5,1308,513,46.56,-7.86,,34,616,1.806,1.44,3.7588,8.4,512,195
309,Qwen/Qwen2.5-1.5B,1024,10.7,1.32,29.3,3,5183,1025,49.61,-7.37,,32,616,5.6833,2.3767,8.8995,19.0,1024,129
309,Qwen/Qwen2.5-1.5B,2048,9.2,0.71,32.0,4,9066,2049,55.67,-8.82,,37,616,7.115,5.985,14.2707,9.8,2048,445
309,Qwen/Qwen2.5-3B,16,4.0,3.15,7.0,8,41,17,47.03,-3.2,,32,616,0.975,0.2937,3.8543,6.0,16,4
309,Qwen/Qwen2.5-3B,32,6.4,4.04,8.8,5,99,33,47.12,-3.8,,32,616,1.278,0.31,4.0532,7.8,32,7
309,Qwen/Qwen2.5-3B,64,4.7,2.42,10.3,7,174,65,47.31,-4.51,,33,616,1.6114,0.3371,4.3408,9.3,64,13
309,Qwen/Qwen2.5-3B,128,7.6,2.15,12.6,5,432,129,47.69,-5.26,,38,616,2.872,0.656,5.1968,11.6,128,25
309,Qwen/Qwen2.5-3B,256,13.3,2.53,15.7,3,986,257,48.45,-6.04,,40,616,4.3733,0.9,6.6009,14.0,256,39
309,Qwen/Qwen2.5-3B,512,9.8,1.84,14.4,5,1505,513,49.95,-8.38,,49,616,3.888,1.442,5.2346,11.4,512,191
309,Qwen/Qwen2.5-3B,1024,14.0,1.13,28.0,3,4647,1025,53.01,-7.53,,42,616,10.0667,2.3533,12.7511,17.7,1024,126
310,Qwen/Qwen2.5-0.5B,16,4.7,5.9,6.6,7,39,17,33.94,-3.37,,33,164,0.4529,0.3471,0.7864,5.6,16,5
310,Qwen/Qwen2.5-0.5B,32,4.2,5.03,7.5,8,77,33,34.03,-4.23,,34,164,0.5175,0.3263,0.8706,6.5,32,10
310,Qwen/Qwen2.5-0.5B,64,4.4,4.04,9.6,8,157,65,34.22,-4.84,,35,164,0.6863,0.3987,1.0257,8.6,64,17
310,Qwen/Qwen2.5-0.5B,128,3.8,2.68,10.3,9,281,129,34.59,-5.58,,34,164,0.7467,0.6622,1.354,9.3,128,30
310,Qwen/Qwen2.5-0.5B,256,6.7,3.62,12.5,6,650,257,35.35,-6.38,,40,164,0.9583,0.8867,1.8465,11.0,256,63
310,Qwen/Qwen2.5-0.5B,512,6.4,2.77,11.2,5,1358,513,36.85,-9.36,,32,164,0.896,1.41,1.9771,9.0,512,226
310,Qwen/Qwen2.5-0.5B,1024,5.0,1.25,17.9,7,2958,1025,39.86,-8.45,,35,164,1.5643,2.4343,4.5996,11.0,1024,237
310,Qwen/Qwen2.5-0.5B,2048,6.3,0.7,31.7,6,6643,2049,45.9,-8.54,,38,164,3.12,5.87,7.9962,12.3,2048,387
310,Qwen/Qwen2.5-1.5B,16,3.3,3.95,6.3,10,35,17,40.98,-3.32,,33,164,0.548,0.288,1.1712,5.3,16,6
310,Qwen/Qwen2.5-1.5B,32,3.8,3.96,7.9,9,76,33,41.07,-4.03,,34,164,0.6656,0.29,1.3228,6.9,32,9
310,Qwen/Qwen2.5-1.5B,64,6.4,5.15,10.2,5,153,65,41.26,-4.73,,32,164,0.916,0.33,1.4275,9.2,64,15
310,Qwen/Qwen2.5-1.5B,128,5.8,3.26,10.0,6,298,129,41.64,-5.54,,35,164,1.1483,0.64,2.0101,9.0,128,32
310,Qwen/Qwen2.5-1.5B,256,5.3,2.16,11.5,6,614,257,42.4,-6.22,,32,164,1.5933,0.8733,2.9345,10.2,256,59
310,Qwen/Qwen2.5-1.5B,512,4.6,1.66,8.3,7,1105,513,43.92,-8.74,,32,164,1.3386,1.4129,2.5569,5.9,512,250
310,Qwen/Qwen2.5-1.5B,1024,6.8,0.99,27.4,5,3426,1025,46.94,-7.84,,34,164,4.514,2.354,7.4505,19.2,1024,176
310,Qwen/Qwen2.5-1.5B,2048,6.6,0.5,32.0,5,7549,2049,52.99,-8.52,,33,164,7.078,6.076,12.1489,11.0,2048,406
310,Qwen/Qwen2.5-3B,16,5.0,4.06,6.9,7,43,17,44.35,-3.39,,35,164,0.9514,0.2829,1.6051,5.9,16,5
310,Qwen/Qwen2.5-3B,32,4.2,3.06,8.0,8,81,33,44.45,-4.01,,34,164,1.0975,0.2913,1.8122,7.0,32,7
310,Qwen/Qwen2.5-3B,64,5.5,3.04,9.8,6,151,65,44.63,-4.79,,33,164,1.48,0.325,2.1672,8.8,64,15
310,Qwen/Qwen2.5-3B,128,6.2,2.17,10.5,6,320,129,45.01,-5.46,,37,164,2.1867,0.6467,3.0447,9.5,128,25
310,Qwen/Qwen2.5-3B,256,6.4,1.56,12.2,5,709,257,45.77,-6.12,,32,164,3.218,0.874,4.2572,10.8,256,46
310,Qwen/Qwen2.5-3B,512,5.7,1.37,9.0,6,1234,513,47.27,-10.04,,34,164,2.7133,1.41,3.4701,6.7,512,242
310,Qwen/Qwen2.5-3B,1024,7.2,0.66,27.2,5,3919,1025,50.33,-7.75,,36,164,8.62,2.292,11.0497,19.0,1024,170
311,Qwen/Qwen2.5-0.5B,16,9.0,9.02,10.2,5,40,17,34.44,-3.61,,45,250,0.682,0.314,1.1024,9.2,16,4
311,Qwen/Qwen2.5-0.5B,32,5.5,6.19,8.3,6,90,33,34.54,-4.23,,33,250,0.5733,0.315,1.2222,7.3,32,8
311,Qwen/Qwen2.5-0.5B,64,5.3,4.97,9.8,6,134,65,34.72,-5.09,,32,250,0.6867,0.3867,1.2917,8.8,64,20
311,Qwen/Qwen2.5-0.5B,128,4.6,2.77,13.7,7,279,129,35.1,-5.73,,32,250,0.9671,0.6829,1.6975,12.7,128,28
311,Qwen/Qwen2.5-0.5B,256,9.0,4.69,13.5,2,695,257,35.85,-6.3,,18,250,1.03,0.885,2.8364,12.0,256,46
311,Qwen/Qwen2.5-0.5B,512,5.6,2.63,8.4,7,1121,513,37.35,-8.63,,39,250,0.7029,1.4186,2.0893,6.1,512,229
311,Qwen/Qwen2.5-0.5B,1024,6.4,1.54,20.0,5,2836,1025,40.37,-8.24,,32,250,1.698,2.456,5.233,12.6,1024,279
311,Qwen/Qwen2.5-0.5B,2048,11.0,1.23,32.0,4,6950,2049,46.41,-9.12,,44,250,3.05,5.885,8.2496,10.8,2048,400
311,Qwen/Qwen2.5-1.5B,16,3.2,3.45,7.8,4,43,17,41.48,-3.25,,13,250,0.655,0.2875,1.6016,6.8,16,5
311,Qwen/Qwen2.5-1.5B,32,2.8,2.47,9.8,9,91,33,41.58,-3.95,,25,250,0.8233,0.3011,1.6754,8.8,32,8
311,Qwen/Qwen2.5-1.5B,64,4.6,3.72,9.9,7,151,65,41.77,-5.21,,32,250,0.9,0.3314,1.8746,8.9,64,17
311,Qwen/Qwen2.5-1.5B,128,5.1,2.43,13.9,7,352,129,42.15,-5.48,,36,250,1.4714,0.6429,2.41,12.9,128,26
311,Qwen/Qwen2.5-1.5B,256,3.5,1.0,23.0,4,826,257,42.9,-6.35,,14,250,2.62,0.875,3.0451,21.0,256,47
311,Qwen/Qwen2.5-1.5B,512,3.0,1.36,4.6,5,843,513,44.41,-11.17,,15,250,0.744,1.456,2.7228,3.0,512,326
311,Qwen/Qwen2.5-1.5B,1024,6.6,0.92,30.0,5,3543,1025,47.44,-8.11,,33,250,4.802,2.354,7.4237,22.2,1024,194
311,Qwen/Qwen2.5-1.5B,2048,6.2,0.47,32.0,6,6767,2049,53.51,-9.12,,37,250,6.9733,6.0967,12.4914,11.7,2048,394
311,Qwen/Qwen2.5-3B,16,9.0,6.07,9.3,3,45,17,44.86,-3.02,,27,250,1.2,0.28,2.1433,8.3,16,3
311,Qwen/Qwen2.5-3B,32,5.3,3.34,9.5,6,83,33,44.96,-4.32,,32,250,1.2933,0.3033,2.7424,8.5,32,9
311,Qwen/Qwen2.5-3B,64,9.2,4.39,11.8,4,170,65,45.14,-5.29,,37,250,1.775,0.33,2.9977,10.8,64,12
311,Qwen/Qwen2.5-3B,128,10.7,3.2,14.0,3,361,129,45.52,-5.27,,32,250,2.69,0.65,3.4674,13.0,128,21
311,Qwen/Qwen2.5-3B,256,8.5,1.83,15.5,2,885,257,46.28,-6.34,,17,250,3.76,0.875,4.2496,14.5,256,59
311,Qwen/Qwen2.5-3B,512,5.0,0.98,12.5,2,1447,513,47.78,-7.82,,10,250,3.68,1.42,3.8547,9.5,512,199
311,Qwen/Qwen2.5-3B,1024,9.0,0.76,27.0,1,3958,1025,50.84,-7.17,,9,250,9.48,2.31,11.1992,18.0,1024,116
312,Qwen/Qwen2.5-0.5B,16,5.3,6.4,7.4,7,44,17,36.19,-2.97,,37,542,0.5057,0.3214,1.9657,6.4,16,4
312,Qwen/Qwen2.5-0.5B,32,6.2,6.16,10.0,6,99,33,36.27,-3.83,,37,542,0.6783,0.3183,2.0579,9.0,32,7
312,Qwen/Qwen2.5-0.5B,64,8.6,7.19,12.0,5,179,65,36.46,-4.67,,43,542,0.826,0.368,2.2639,11.0,64,14
312,Qwen/Qwen2.5-0.5B,128,8.8,5.08,14.8,4,407,129,36.82,-5.36,,35,542,1.055,0.6675,2.6761,13.8,128,25
312,Qwen/Qwen2.5-0.5B,256,9.8,4.64,15.8,4,918,257,37.59,-6.18,,39,542,1.2075,0.895,3.3662,14.5,256,45
312,Qwen/Qwen2.5-0.5B,512,6.4,2.72,11.4,5,1413,513,39.07,-9.81,,32,542,0.91,1.442,2.5802,9.0,512,215
312,Qwen/Qwen2.5-0.5B,1024,10.7,2.3,25.7,3,3981,1025,42.11,-7.55,,32,542,2.1733,2.4733,6.143,16.7,1024,146
312,Qwen/Qwen2.5-0.5B,2048,10.0,1.14,32.0,4,8437,2049,48.12,-9.29,,40,542,3.0575,5.6825,9.757,9.8,2048,470
312,Qwen/Qwen2.5-1.5B,16,4.6,4.39,9.0,7,46,17,43.25,-3.04,,32,542,0.7529,0.2871,2.8471,8.0,16,3
312,Qwen/Qwen2.5-1.5B,32,8.8,6.2,13.2,4,117,33,43.34,-3.52,,35,542,1.105,0.305,3.1047,12.2,32,4
312,Qwen/Qwen2.5-1.5B,64,6.6,4.24,13.4,5,210,65,43.53,-4.47,,33,542,1.226,0.33,3.2687,12.4,64,11
312,Qwen/Qwen2.5-1.5B,128,11.3,4.65,16.0,3,412,129,43.9,-5.11,,34,542,1.7833,0.6533,3.9065,15.0,128,18
312,Qwen/Qwen2.5-1.5B,256,18.5,5.19,19.5,2,929,257,44.64,-6.28,,37,542,2.68,0.885,5.3001,18.0,256,40
312,Qwen/Qwen2.5-1.5B,512,10.5,2.62,16.2,4,1631,513,46.12,-7.56,,42,542,2.56,1.4425,3.5229,13.5,512,127
312,Qwen/Qwen2.5-1.5B,1024,17.5,2.0,32.0,2,5653,1025,49.17,-7.58,,35,542,6.365,2.37,10.1131,20.5,1024,133
312,Qwen/Qwen2.5-1.5B,2048,10.2,0.8,32.0,4,8255,2049,55.21,-9.48,,41,542,7.085,5.8,14.3955,9.2,2048,445
312,Qwen/Qwen2.5-3B,16,7.8,5.19,9.0,5,47,17,46.59,-2.95,,39,542,1.212,0.292,3.7479,8.0,16,3
312,Qwen/Qwen2.5-3B,32,8.5,4.39,12.0,4,113,33,46.69,-3.49,,34,542,1.63,0.305,4.339,11.0,32,7
312,Qwen/Qwen2.5-3B,64,10.7,4.02,15.3,3,243,65,46.88,-4.28,,32,542,2.3233,0.3333,4.9786,14.3,64,10
312,Qwen/Qwen2.5-3B,128,8.8,2.49,14.5,4,397,129,47.26,-5.01,,35,542,2.8525,0.655,5.9399,13.5,128,19
312,Qwen/Qwen2.5-3B,256,10.5,1.97,18.2,4,883,257,48.01,-5.71,,42,542,4.43,0.8925,8.0468,17.0,256,33
312,Qwen/Qwen2.5-3B,512,8.5,1.54,13.5,4,1571,513,49.51,-10.95,,34,542,4.065,1.4425,4.9149,10.8,512,200
312,Qwen/Qwen2.5-3B,1024,19.0,1.48,31.0,2,4634,1025,52.56,-7.3,,38,542,10.555,2.32,16.0533,20.5,1024,119
313,Qwen/Qwen2.5-0.5B,16,3.4,4.2,7.1,10,38,17,34.57,-3.4,,34,272,0.485,0.323,1.3832,6.1,16,5
313,Qwen/Qwen2.5-0.5B,32,6.4,6.37,9.4,5,92,33,34.66,-4.11,,32,272,0.65,0.356,1.4777,8.4,32,9
313,Qwen/Qwen2.5-0.5B,64,5.8,4.79,12.0,6,166,65,34.85,-4.84,,35,272,0.8367,0.3817,1.6582,11.0,64,15
313,Qwen/Qwen2.5-0.5B,128,8.2,5.11,13.0,4,381,129,35.23,-5.63,,33,272,0.9475,0.6675,1.9728,12.0,128,23
313,Qwen/Qwen2.5-0.5B,256,8.8,4.07,17.0,5,863,257,36.01,-6.15,,44,272,1.278,0.884,2.3456,16.0,256,40
313,Qwen/Qwen2.5-0.5B,512,4.1,2.18,5.4,8,950,513,37.5,-10.0,,33,272,0.4688,1.4212,2.3032,3.4,512,291
313,Qwen/Qwen2.5-0.5B,1024,6.6,1.47,24.0,5,3311,1025,40.5,-8.0,,33,272,2.03,2.456,5.0024,16.2,1024,209
313,Qwen/Qwen2.5-0.5B,2048,7.0,0.81,28.0,5,6618,2049,46.54,-9.24,,35,272,2.74,5.9,8.3244,8.8,2048,458
313,Qwen/Qwen2.5-1.5B,16,4.7,4.81,8.3,7,44,17,41.62,-2.8,,33,272,0.6957,0.2857,1.663,7.3,16,4
313,Qwen/Qwen2.5-1.5B,32,8.0,5.7,12.8,4,123,33,41.71,-3.92,,32,272,1.1025,0.2975,1.8453,11.8,32,5
313,Qwen/Qwen2.5-1.5B,64,7.0,4.82,12.7,6,199,65,41.9,-4.69,,42,272,1.13,0.3217,2.1685,11.7,64,12
313,Qwen/Qwen2.5-1.5B,128,9.2,4.12,15.2,4,387,129,42.28,-5.11,,37,272,1.6025,0.6425,2.5649,14.2,128,20
313,Qwen/Qwen2.5-1.5B,256,9.0,2.72,19.5,4,860,257,43.07,-5.99,,36,272,2.43,0.88,3.4922,18.0,256,35
313,Qwen/Qwen2.5-1.5B,512,10.7,2.38,20.3,3,1732,513,44.54,-7.58,,32,272,3.0567,1.4167,2.9948,17.3,512,116
313,Qwen/Qwen2.5-1.5B,1024,8.8,1.14,29.2,4,4379,1025,47.57,-7.35,,35,272,5.29,2.3625,7.8021,20.0,1024,133
313,Qwen/Qwen2.5-1.5B,2048,9.5,0.72,32.0,4,7877,2049,53.63,-9.7,,38,272,7.16,6.115,12.2566,9.5,2048,470
313,Qwen/Qwen2.5-3B,16,7.0,4.88,8.6,5,46,17,44.99,-3.08,,35,272,1.15,0.284,2.467,7.6,16,4
313,Qwen/Qwen2.5-3B,32,5.8,3.37,10.0,6,100,33,45.08,-3.95,,35,272,1.435,0.2967,3.0679,9.0,32,7
313,Qwen/Qwen2.5-3B,64,5.8,2.64,12.7,6,175,65,45.27,-4.43,,35,272,1.885,0.33,3.7872,11.7,64,11
313,Qwen/Qwen2.5-3B,128,7.2,2.08,15.4,5,357,129,45.65,-5.02,,36,272,2.808,0.65,4.7446,14.4,128,19
313,Qwen/Qwen2.5-3B,256,9.7,1.72,19.7,3,1006,257,46.41,-6.06,,29,272,4.7367,0.88,6.0094,18.7,256,36
313,Qwen/Qwen2.5-3B,512,5.9,1.55,7.6,7,1140,513,47.91,-9.88,,41,272,2.3414,1.4286,4.0845,5.4,512,261
313,Qwen/Qwen2.5-3B,1024,11.0,0.86,30.0,4,4572,1025,50.96,-7.46,,44,272,10.455,2.315,13.0646,20.8,1024,116
314,Qwen/Qwen2.5-0.5B,16,4.1,5.13,7.4,8,43,17,36.89,-3.28,,33,665,0.5,0.3062,2.1246,6.4,16,5
314,Qwen/Qwen2.5-0.5B,32,7.0,7.17,9.7,3,96,33,36.98,-3.68,,21,665,0.66,0.3167,2.2116,8.7,32,7
314,Qwen/Qwen2.5-0.5B,64,8.5,7.56,11.2,4,167,65,37.16,-4.55,,34,665,0.7725,0.35,2.244,10.2,64,13
314,Qwen/Qwen2.5-0.5B,128,26.0,10.69,25.5,2,349,129,37.56,-6.43,,52,665,1.75,0.685,2.56,25.0,128,31
314,Qwen/Qwen2.5-0.5B,256,7.0,3.57,14.0,2,804,257,38.3,-6.01,,14,665,1.065,0.9,3.0147,12.5,256,51
314,Qwen/Qwen2.5-0.5B,512,7.0,2.99,10.8,4,1336,513,39.79,-9.22,,28,665,0.8875,1.45,2.9903,8.2,512,199
314,Qwen/Qwen2.5-0.5B,1024,11.0,2.14,29.0,1,4823,1025,42.83,-7.66,,11,665,2.63,2.51,5.7425,18.0,1024,123
314,Qwen/Qwen2.5-0.5B,2048,7.0,0.85,25.0,3,5508,2049,48.84,-9.24,,21,665,2.4133,5.8267,10.0675,10.0,2048,637
314,Qwen/Qwen2.5-1.5B,16,4.2,4.85,6.9,9,37,17,43.96,-3.22,,38,665,0.5733,0.2956,2.8296,5.9,16,5
314,Qwen/Qwen2.5-1.5B,32,6.0,4.61,12.0,6,94,33,44.05,-3.69,,36,665,0.9883,0.3133,2.9278,11.0,32,7
314,Qwen/Qwen2.5-1.5B,64,5.8,3.15,17.8,5,218,65,44.24,-4.3,,29,665,1.51,0.33,3.1723,16.8,64,11
314,Qwen/Qwen2.5-1.5B,128,14.0,5.5,19.0,3,372,129,44.61,-5.93,,42,665,1.8967,0.65,3.7244,18.3,128,29
